review_id,author,rating,title,text,helpful,date
rw11015457,Anmolk-035,,Bhut time baad essi koi badass movie ayyi h bollywood me,"Mind blowing. Dhurandhar is a gripping blend of stylish action, emotional depth, and sharp storytelling that keeps you engaged from the very first frame. What makes the film truly stand out is its ability to balance sleek, high-octane moments with grounded human drama, creating a cinematic experience that feels both entertaining and meaningful.",0,
rw11026353,wholefood-79159,,Amazing,"Loved it. Amazing
Technically sound and cinematography fab
Performance top notch
Story and screenplay out of the world ,
Music and background music great
Location and production value top level .<br/><br/>Akshay Khanna has proved its acting above looks and abs
Ranveer Singh is great , subtle yet amazing best after Sarkar (Amitabh Bachchan )
Arjun Rampal is amazing as well.<br/><br/>Rakesh Bedi is fabulous
Give more chances to old actors they will prove why they were legendary
Kudos to Aditya Dhar.",0,
rw11015846,ShikhaB-082,,Rekindled my love for cinema,"Where shall I begin? I loved and enjoyed this movie thoroughly. This movie rekindled my love for action movies again and took me once again to theatres after many years. This is the film I wanted for so long. This is an excellent well made movie without having over the top action and is grounded in reality driven by a compelling storyline and good acting which is not the case with action movies these days which are just massy and over the top action. Don&#39;t get me wrong I like massy film but I think india has stretched it too far. Even if I put aside this fact this film is good by its own merit. The characters drives the story forward and are so impactful. I know everybody is gasping about Akshay Khanna&#39;s character, yes sure he has done an exceptional job with his character and is very impactful throughout the film but I loved and deeply resonated with Ranveer Singh&#39;s character. His eyes did all the work, he barely had any dialogues in the film. I connected with him instantly with the opening song &quot;na karwan ki talash na humsafar ki talash hai&quot;. This sets the characters motivation so perfectly and to see the pain and hardship his character goes through makes you realise what the people in this work go through in real life to protect this nation. Ranveer Singh&#39;s character is so small and purposefully so and yet so impactful. Especially the scene of 26 11, I literally cried reminiscing of what a horror it was back in the day. It was conveyed from the perspective of ranveer singh so beautifully that you feel all his helplessness and pain. The fact that the horror of the reality is front of him and he s shocked and hyperventilating but he cannot react in that moment. His character deeply touched me because I think the people who only exist just to protect a nation sacrificing everything that life could offer, choosing hardship for others, truly are the most noble people on this planet. I think that&#39;s the highest form of love that the person is capable of. I could feel the emptiness and holoness of his character and yet I could feel his pure sense of love for his nation. It is great acting. Sanjay Dutt&#39;s character was fun and the conflict and face off between Akshay Khanna&#39;s character and his was truly a delight to me. It was entertaining to the core. Sanjay Dutt&#39;s madness and his self driven motivation to kill Akshay Khanna&#39;s character was pure entertainment. This movie was so much more on the deep level than just on the surface is what makes it an outstanding piece of art. Aditya dhar has given us yet again another film which we all indians can be proud of.",0,
rw11011216,borkarfaiz,,"Akshaye Khanna Shines, the Film Doesn't","Dhurandhar doesn&#39;t divide people by country; it divides them by religion. The film subtly reinforces a narrative that certain entities have already normalised in our society, repeatedly hinting that one particular community is the problem. It ends up feeling more like a propaganda piece than a genuine thriller. Apart from Akshaye Khanna&#39;s acting, there&#39;s nothing here worth holding on to. If you enjoy violent action, the movie has some of that, but I&#39;m not a fan of that style anyway. For me, the whole experience falls flat.",2,
rw11004379,whkb-63236,,Thank you Aditya Dhar.,"Dhurandar is an electrifying action thriller that keeps you on the edge of your seat. Akshay Khanna steals the show with his captivating performance, making him a standout star in this gripping film. Rakesh Bedi&#39;s versatile acting shines in Dhurandhar, as he portrays a politician willing to go to great lengths for power. Meanwhile, Sara Arjun impresses in her film debut, showcasing remarkable talent.",0,
rw11010850,visheshc-87,,The best in class movie.,"Kya movie hai year, Pakistan ki gaand fadne wali movie hai. This also shows that congress government is the worst.<br/><br/>A tremendous movie showing what India is capable of.<br/><br/>All the star cast has done the roles very good.<br/><br/>Especially role of Akshaye khanna sir was something unforgettable.<br/><br/>Kudos to the team of Dhurandar.",0,
rw11016755,vartikav-68317,,Dhurandhar is blockbuster..,"I genuinely have no words to describe how magnificent Dhurandhar is. I&#39;m still in absolute awe of what I just witnessed. It&#39;s one of those rare cinematic experiences that stays with you long after the credits roll. Every frame, every beat, every performance feels like a reminder of what exceptional filmmaking truly looks like.<br/><br/>Aditya Dhar&#39;s direction is nothing short of tremendous. The command he has over the craft, the clarity of vision, and the sheer boldness with which he brings this story alive is remarkable. It genuinely feels like after ages, Bollywood has delivered something so powerful, so purposeful, and so worth watching. He is truly a boon to our industry.<br/><br/>And then what an extraordinary cast. I have honestly never seen such accurate casting in the history of Bollywood. It feels almost unreal how perfectly every actor fits their role.<br/><br/>Akshaye Khanna has my whole heart. He is par excellence, an actor who doesn&#39;t just perform but becomes the soul of the film. His screen presence is magnetic, when he appears, your eyes simply cannot look anywhere else. The depth, intensity, and honesty he brings to his character is beyond brilliant.<br/><br/>Ranveer Singh delivers what I believe is his finest performance to date. This new avatar suits him unbelievably well, controlled, powerful, and refreshingly nuanced. He looks absolutely dapper throughout and performs with a maturity that demands applause.<br/><br/>R. Madhavan once again proves that he can effortlessly slip into any role given to him. His versatility and conviction shine through. Arjun Rampal too is outstanding, impactful, composed, and perfectly cast.<br/><br/>The cinematography is breathtaking, each shot crafted with such precision and visual depth that it pulls you right into the world of the film. The screenplay is tight, immersive, and brilliantly layered, keeping you invested every single second. And the background score.. outstanding. Shashwat Sachdev&#39;s work elevates the narrative to another dimension; his soundtrack isn&#39;t just music, it&#39;s emotion, woven so seamlessly into the storytelling that it becomes a character of its own.<br/><br/>Dhurandhar is not just a film; it is an experience, stunning, immersive, and unforgettable. It reignites hope in Bollywood, reminding us that brilliance is still very much alive when the right minds come together. This movie will stay with me for a long, long time.<br/><br/>I still can&#39;t believe the masterpiece I&#39;ve just witnessed.",0,
rw11028608,salonionijain,,Mindblowing.,"Best movie i have seen in a very long time, feels like Hollywood...no nautanki, awesome script, great acting, mind blowing bgm n songs. This is a masterpiece and I cannot wait for part 2. Everyone should watch this movie...and the people who are baiting on it have an agenda for sure, these are the people who are fans of war and Pathan type movie where hero has to fall in love with the enemy...this is as real as it gets.",0,
rw11070946,Avidmultilingualwatcher,,The best movie of 2025,"Really loved it. The action, story line, the actors,characters,songs,dialogues everything was so on point for this movie it was unreallistically beyond the expectations with which you might get into the movie hall. The actors nailed their roles. The director aditya dhar shluld be given props for auch beautiful vision, jts direction and perfect real execution. The movie has insane rewatchable value and cannot wait to watch it again in the movie theatre.",0,
rw11017158,dassk-48476,,Long but worth the time,"Beautifully depicted and very close to the reality on the ground, Dhurandhar captures emotions and truths that many films overlook. The acting is powerful, the music is memorable, and the storyline- inspired by true events- keeps you fully engaged from start to finish. A genuinely impressive film, and I absolutely cannot wait for part 2.",0,
rw11007042,kjain-04759,,"Edge-of-Seat Action, Powerful Story","The film&#39;s narrative is both ambitious and immersive, gradually escalating stakes and tension. Ranveer Singh shines in a role demanding nuance, intensity, and moral reflection, while Sanjay Dutt provides a powerful counterbalance with his commanding presence. Akshaye Khanna and R Madhavan enrich the ensemble with subtle yet impactful performances. Arjun Rampal&#39;s menace and Sara Arjun&#39;s heart-rending portrayal deepen the emotional resonance. Aditya Dhar&#39;s direction ensures that action sequences are thrilling but never gratuitous. Cinematography captures the harshness and beauty of the setting, while the score elevates suspense, creating a gripping cinematic experience.",0,
rw11006733,sair-11163,,"Big Stars, Bigger Action","From the opening sequence, the narrative grips with precision, establishing both the grandeur of Karachi and the intimate, morally complex struggles of its inhabitants. Ranveer Singh navigates Hamza&#39;s transformation with finesse-his subtle hesitation in strategic meetings contrasts with his raw intensity in the film&#39;s brutal action sequences. Sanjay Dutt radiates gravitas, whether orchestrating underworld dealings or delivering sharp dialogue that lingers in memory. Akshaye Khanna&#39;s analytical mind and R Madhavan&#39;s measured calm anchor critical scenes, while Arjun Rampal&#39;s quiet, smoldering threat injects tension into every frame he inhabits. Sara Arjun&#39;s moments of vulnerability-particularly a scene in a dimly lit alley-remind viewers of the human stakes behind political and criminal chaos. Dhar&#39;s direction ensures tension builds organically, blending meticulously choreographed action with narrative suspense. Cinematography captures the scale of the city and the intimacy of hidden conflicts, while the score punctuates every dramatic turn. The climax delivers adrenaline-fueled action intertwined with emotional revelations, leaving viewers breathless and reflective.",0,
rw11001435,abhisharma-64026,,Hunuman ar soponr dos,"Visually, the film does not offer anything impressive. The cinematography feels flat, with very few creative angles or visually appealing sequences. The background score is inconsistent and sometimes feels completely disconnected from what&#39;s happening on screen.<br/><br/>The climax is abrupt and unfulfilling, failing to provide a proper closure to the story. It feels as if the filmmakers wrapped it up quickly without thinking through the emotional or narrative impact. The movie tries to deliver a message, but due to poor execution, the message gets lost along the way.<br/><br/>Overall, Dhurandhar feels like a missed opportunity. With better writing, stronger characters, and more focused direction, this could have been a much better film. Instead, it ends up being slow, predictable, and disappointing. Not worth the hype or the time.",9,
rw11006843,LunaD-791,,"Action, Stars, and Big Emotions","The film&#39;s deliberate pacing allows suspense and emotion to grow organically. Ranveer Singh&#39;s performance is a remarkable blend of intensity, moral ambiguity, and subtle vulnerability. Sanjay Dutt brings gravitas and a threatening presence that commands attention. Akshaye Khanna and R Madhavan offer understated yet impactful performances, providing depth to the ensemble. Arjun Rampal&#39;s quiet menace keeps viewers on edge, and Sara Arjun&#39;s performance adds emotional resonance, highlighting the human stakes. Aditya Dhar&#39;s direction expertly balances slow-building tension with explosive action sequences. Cinematography captures sprawling chaos and intimate human moments, while the score heightens suspense and emotional impact. The finale combines narrative payoff, high-octane action, and emotional depth in a thrilling crescendo.",0,
rw11006904,kmogqggd,,"A Fierce Tale of Fight, Faith, and Fire","Watching Dhurandhar feels like witnessing cinema at its most refined. The lead&#39;s performance is magnetic, conveying a range of emotions from fury to vulnerability with effortless skill. The supporting cast is exceptional, each actor contributing to the richness of the story. The director demonstrates unparalleled vision, crafting a narrative that is intense, layered, and gripping from start to finish. The integration of real geopolitical events adds authenticity, while the fight sequences are meticulously choreographed to serve the story. The screenplay balances tension, drama, and subtle humor, allowing the audience to breathe between moments of high intensity. Every technical aspect, from lighting to background score, is crafted with precision. Dhurandhar is a triumph of direction and acting, a film that will be remembered as one of the best of its decade.",0,
rw11006507,JimiD-95,,"Action, Stars, and Emotions Aligned","The film&#39;s pacing, combined with layered performances, creates a gripping viewing experience. Ranveer Singh embodies his character with intensity and subtle emotional depth. Sanjay Dutt brings authority, Akshaye Khanna and R Madhavan add sophistication, and Arjun Rampal&#39;s menacing calm keeps tension taut. Sara Arjun adds heart and vulnerability. Aditya Dhar&#39;s direction fuses suspense, strategy, and action. Cinematography captures both chaos and intimacy, while the score heightens every dramatic beat. The second half escalates to a high-stakes finale that is both thrilling and emotionally satisfying.",0,
rw11013439,deepakraj-89555,,"⭐ DHURANDHAR - A POWERFUL BLEND OF PERFORMANCE, PURPOSE & PURE ENTERTAINMENT ⭐","Dhurandhar is one of those rare films that pulls you in from the very first frame, not through loud spectacle but through sheer narrative confidence. It is a film that knows exactly what it wants to say - and says it with style, intensity, and surprising emotional depth. What truly sets Dhurandhar apart is its ability to balance mass appeal with meaningful storytelling, creating an experience that stays with you long after the credits roll.<br/><br/>The storytelling is crisp, tightly woven, and never wastes a moment. Each scene contributes to the unfolding drama, slowly revealing layers of the protagonist&#39;s journey. The character arc is beautifully constructed - a mix of vulnerability, ambition, conflict, and triumph. There is a sense of realism in the way the characters speak, act, and react, making the audience feel genuinely connected to their struggles.<br/><br/>The performances are undoubtedly the film&#39;s backbone. The lead actor delivers one of his most compelling roles to date, capturing both strength and subtle emotion with effortless ease. The supporting cast is equally strong, breathing life into roles that could have easily fallen flat in a lesser film. Chemistry, dialogue delivery, and screen presence come together to create scenes that feel almost poetic.<br/><br/>Technically, Dhurandhar shines. The cinematography is rich and atmospheric, making even ordinary locations feel cinematic. The background score is powerful yet perfectly restrained, enhancing the tension and emotion without overpowering the storytelling. Editing is sharp, giving the film a smooth rhythm that keeps you engaged throughout.<br/><br/>Most importantly, Dhurandhar has a message - one that is socially relevant, thought-provoking, and delivered without preachiness. It manages to entertain while also inspiring reflection, a combination that very few films achieve today.<br/><br/>In short, Dhurandhar is not just a movie; it is an experience. It is a bold, well-crafted, and emotionally resonant film that deserves appreciation from every type of viewer. A must-watch for anyone who loves cinema with heart, soul, and purpose.",0,
rw11022780,Hariom-58,,Dhurandhar Review,"Fantastic movie showing the roots of terrorism and mafiya connected to India and Pakistan/ISI. Also shows the 0.5 face of the India&#39;s enemy dwelling inside the country which must be sealed accordinglly. Also to be concerned this movie isn&#39;t official biopic of Major Shri Mohit Sharma cover name Iftikhar Bhatt, characters and cast played are mostly alike to the real ones and the acting of every cast is the highest level of interest which is commendable and appreciated.",0,
rw11007743,samratrc1417,,"Very well crafted, gripping as well as entertaining!","This is what they call in tapori Mumbaiya boli &quot;Pura paisa wasool picture&quot;!<br/><br/>I have to agree that I went in at the insistence of family members and came out a fan. In my defense, I hadn&#39;t known that it was directed (as well as written and produced) by Aditya Dhar, who is turning into someone who is the equivalent of Michael Bay in Bollywood. He has found his niche. Taut spy thrillers.<br/><br/>This has a long timeline with events starting from the IC-814 Kandahar hijacking and presumably to the present day. I don&#39;t know if I should mention it or if it is a spoiler, the movie has a part 2 coming out in March where the premise ties up all the loose ends.<br/><br/>With a brilliant and very capable cast, who played every role very well, this has been written very well. There has been some jumps and connections made which will escape audience members who aren&#39;t well versed in world events. They will find it difficult to understand but the whole screenplay was executed so well. And I wholeheartedly agree that a part 2 was absolutely necessary because of the long timeline and bringing the resolution of so many characters. And I look forward to it eagerly.<br/><br/>Akshaye Khanna, Ranveer Singh, R Madhavan and good ole Sanju baba are excellent and the side cast who play a myriad of characters do a fantastic job. That is what makes it so good...<br/><br/>I think a thriller loving audience will enjoy it and it is NOT for rom-com lovers and fans of family dramas. I might even have a second visit. My wife had refused to go thinking it will be a boys dishum-dishum kind of film but now she wants to go hearing me rave about it. Go figure!!",0,
rw11012073,PradeepN-86,,Must watch movie,"I don&#39;t why this is movie is getting hate if you are 18+ you should must watch it. Dhurandhar, directed by Aditya Dhar, stands out as a sharp, high-intensity thriller that blends emotional depth with a gripping narrative. Dhar, known for his command over storytelling and atmosphere, takes a bold leap with this film, delivering a story that feels both grounded and larger-than-life. What makes Dhurandhar compelling is its ability to maintain suspense while exploring themes of morality, power, and human resilience.<br/><br/>The film&#39;s strength lies in its layered writing. Dhar constructs a narrative that keeps the audience guessing at every turn-revealing just enough to pull you deeper into the mystery without ever giving away too much. The pacing is tight, the conflicts feel authentic, and the twists arrive at just the right moments. Every scene is crafted with intention, and the buildup pays off effectively in the final act.<br/><br/>Performance-wise, the cast elevates the film. The lead protagonist delivers a nuanced, emotionally rich performance, portraying inner conflict and determination with striking clarity. The antagonist is equally fascinating-charismatic, calculated, and terrifying in a quiet, restrained way that makes him unforgettable. Their face-offs form the emotional and dramatic core of the movie.<br/><br/>Visually, Dhurandhar is stunning. The cinematography makes clever use of shadows, color palettes, and scale to heighten tension. The action sequences are well-choreographed-stylish yet realistic-and the background score amplifies the suspense without overpowering the storytelling.<br/><br/>What sets Dhurandhar apart is Dhar&#39;s ability to balance intensity with meaning. The film never feels like a mindless thriller; it carries emotional weight and raises thoughtful questions about justice, truth, and the cost of doing what is right.<br/><br/>Overall, Dhurandhar is a powerful, immersive thriller that showcases Aditya Dhar&#39;s mastery as a filmmaker. It is engaging, smartly written, and leaves a lasting impact long after the credits roll.",0,
rw11034185,amanmahajan-13294,,Entered the cinema hall after years!,Couldn&#39;t resist myself from booking a ticket after the positive feedback and reviews and I&#39;m happy I made that decision. Excellent choice of starcast and amazing makeup to ensure resemblance to real life characters. Music is exceptional mix of original soundtracks as well as remixes. Overall 10/10 in all aspects.,0,
rw11007323,niteshgupta-39648,,High-Octane Action with a Stellar Cast,"The film&#39;s long runtime is justified by its meticulous storytelling and intricate character arcs. Ranveer Singh delivers a performance full of nuance, balancing strategy, internal conflict, and explosive action. Sanjay Dutt commands authority and menace, while Akshaye Khanna and R Madhavan provide layered, intelligent performances that elevate key scenes. Arjun Rampal&#39;s quiet, constant threat amplifies tension, and Sara Arjun&#39;s emotional authenticity provides stakes and grounding. Aditya Dhar&#39;s direction ensures pacing, suspense, and action are perfectly orchestrated. Cinematography captures chaos, scale, and intimacy simultaneously, while the score punctuates every moment. The climax delivers emotional satisfaction, strategic brilliance, and high-octane thrills.",0,
rw11067233,daksh-3729,,Something that needed to be shown,"The way movie potrays the covert operations and how its done on your adversaries land nd how much we owe to them is eye opening in this movie , Brilliant script writing and way of execution , Cant wait for part 2 also a very big fan of the music in this movie. Cannot wait how much Aditya dhar sir has cooked in part 2 !!!!!!!!!!!!!!!!!",0,
rw11007358,karanlaad-03213,,A Perfect Mix of Action and Emotion,"From the opening scene, the movie establishes a slow-burning tension that only escalates as the story unfolds. Ranveer Singh shines in a nuanced portrayal, balancing inner conflict with the physical demands of a covert operation. Supporting actors add depth, each performance making the underworld and political intrigue feel lived-in and authentic. The director&#39;s vision is evident in the seamless blend of suspense, character arcs, and high-octane action. Every scene is carefully composed, and the background score heightens the intensity without ever overpowering the drama, making it an unforgettable cinematic experience.",0,
rw11007469,varunasthana-04439,,Fantabulous,"What a spy thriller which was never seen before. I can&#39;t believe it&#39;s a bollywood product which usually supports Pakistan in almost every spy movie.<br/><br/>This movie is intense, brutal and depict the enemy land same as its in reality.<br/><br/>Performances were outstanding. And Akshaye Khanna came out as a hidden gem. What a screen presence! What an expressions! Mind-blowing! And Ranveer Singh is a powerhouse when it comes to delivering wrath and rougues. Sanjay Dutt owns his space and delivered &quot;THE JINN&quot;!<br/><br/>AND Arjun Rampal...just wow! You can&#39;t recognize him! And the one more out of the box gemstone...R. Madhvan!! He is dangerous! The feelings conveyed through his dialogues and expression will gave us same hypersensations which was expected for every Indian!<br/><br/>In totatallity, this one is a REAL SPY ESPIONAGE DHAMAKA THRILLER!!!<br/><br/>10/10.",0,
rw11018387,paularjyarishi,,A Rikishi's stink-face on !S! - R@W love-stories..,"Dhurandhar has achieved the impossible.<br/><br/>It has broken the decade-old narrative set by that one big company, which says- Indi@ and Paxtan are friends, R@W and !S! Work together, !S! Fights for world peace (&quot;insaniyat ki khidmat&quot; to be specific), and Indi@&#39;s biggest threats are their own R@W agents turned rogue -
Dhurandhar dismantles ALL OF THESE, and does a Rikishi&#39;s stink-face on the Liberal narrative.<br/><br/>Apart from that, of course, some amazing BGM incorporating retro Bollywood songs, brutal, gruesome action and what top-class performances by Ranveer Singh, Madhavan, Arjun Rampal and most, most definitely, Akshay Khanna as Rehman Dakait! An espionage thriller merged with a gangster drama with strong political underpinnings- Dhurandhar is a genre-defininig or is maybe even a genre-bending film.<br/><br/>Aditya Dhar, may the force be with you.",0,
rw11016743,swarnapanda,,Amazing 👏,"Such a good cinematic experience..and true Hindustan ka dushman Hindustan hei...everything is not propaganda 🙄..please do watch.casting so accurate. Music is outstanding. Acting ,cinematic views just too good .first time in my life liked the item number as well. Please do give it try how spy universe should be as it is the movie is. Don&#39;t go by those negative reviews.",0,
rw11035557,ranasourab,,Excellent,"This movie is based on real events, which makes the story more powerful and meaningful. It shows real-life struggles and emotions in an honest way. The actors do a great job bringing true characters to life, making the film feel realistic and emotional. The story is well paced and keeps the audience engaged from start to finish. The cinematography and music support the serious tone of the movie. Because it is based on reality, the message feels stronger and more relatable. Overall, this film is well made, inspiring, and leaves a lasting impression on the viewer.",0,
rw11007070,subhashpatil-78443,,"All-Star Cast, All-Out Entertainment","Each sequence is designed to maximize narrative tension, character development, and cinematic spectacle. Ranveer Singh&#39;s performance navigates moral conflict, strategic brilliance, and explosive action flawlessly. Sanjay Dutt adds gravitas and menace to pivotal confrontations. Akshaye Khanna and R Madhavan elevate the supporting ensemble, while Arjun Rampal&#39;s quiet intimidation heightens suspense. Sara Arjun&#39;s emotional performance underscores the human stakes. Aditya Dhar orchestrates pacing, tension, and action with precision. Cinematography captures both the chaos of the city and intimate human moments. The second half escalates to an adrenaline-fueled, emotionally resonant climax.",0,
rw11025870,Blasterx-5,,Dhurandhar,"Dhurandhar is a gripping, 10/10 spy thriller that feels inspired by true events and unfolds against the backdrop of gang wars and terror networks, yet never loses sight of its human core. The storyline has enough meat to keep you engaged throughout, the writing is brilliant, and every character is crafted with nuance and detail while the sincere, steadily building screenplay keeps growing on you with every passing scene.",0,
rw11092287,Maverick08_,,A 10/10 of the decade.,"This is the best movie I&#39;ve seen in theatre in a while. The whole concept of Bollywood spy movies is restructured in this movie. Unlike &quot;Tiger Zinda Hai&quot; and &quot;Pathaan&quot; this movie showed the things that actually happen in the spies life. The brutality and menace is truly on an another level. I never thought I would see something in the coming days especially in Bollywood. A true 10/10, Also the Background music which was very good. A must watch!",0,
rw11015396,jedithebeast,,The Best movie of 2025,"It is the best movie with superb acting, showcasing outstanding performances. This movie is truly the best, with superb acting that showcases outstanding performances. Just watched the best movie! Incredible acting and performances! 🎬✨ No one can beat this movie in 2025. Waiting for part 2 eagerly...",0,
rw11004819,GireeshS,,Best spy thriller. Ghar mein ghusega bhi aur marega bhi. Kudos to Dhurandhar team,Really a very good movie and please don&#39;t listen to negetive reviews or critics its simply useless.really must watch thriller and I want to say compared to pathan and other YRF spy universe movies Dhurandhar stands on top of all spy movies please go and watch. Ranveer singh returns with bang. And aditya dhar really a very good writer and director.,0,
rw11006619,swarasharma-46225,,A Story Driven by Stars and Explosive Moments,"Tension mounts with each scene, combining slow-burn suspense with sudden bursts of high-intensity action. The lead delivers a performance of depth and precision, making every choice and moral dilemma resonate. Action is raw and gripping, seamlessly integrated into the story rather than serving as spectacle. The cinematography balances chaos and stillness, emphasizing both personal and societal stakes. Supporting cast performances are equally engaging, adding layers to the narrative. The pacing is deliberate, allowing suspense and intrigue to develop organically. The climax is an intense, emotionally resonant payoff that validates the film&#39;s careful construction. This is intelligent, immersive, and unforgettable cinema.",0,
rw11007055,TarunM-99,,Drama That Feels Real and Action That Feels Epic,"The cinematic world is detailed, immersive, and tense from the very first scene. Ranveer Singh excels in a role requiring intelligence, restraint, and boldness, while Sanjay Dutt brings gravitas and menace. Akshaye Khanna and R Madhavan provide subtle, layered support, and Arjun Rampal&#39;s quiet menace enhances suspense. Sara Arjun brings humanity and emotion, highlighting the personal stakes. Aditya Dhar&#39;s direction balances narrative depth with thrilling action, and the cinematography captures both the scale and intimacy of the story. The musical score accentuates every emotional and dramatic beat. By the final act, the narrative reaches a crescendo that is thrilling, emotional, and unforgettable.",0,
rw11006801,raghavrane,,Thrills Unleashed with a Stellar Ensemble,"The story unfolds with a calculated patience, inviting audiences into a world where danger and loyalty collide. Ranveer Singh&#39;s portrayal is a masterclass in subtle intensity, while Sanjay Dutt exudes the calm menace of a seasoned underworld figure. Akshaye Khanna and R Madhavan are impeccable in supporting roles, each scene enriched by their presence, and Arjun Rampal&#39;s understated menace leaves a lasting impression. Sara Arjun&#39;s scenes are quietly devastating, reminding viewers of what is at stake. Director Aditya Dhar orchestrates the narrative with precision, seamlessly blending strategic storytelling with explosive action. The action sequences are meticulously choreographed, each punch, chase, and confrontation serving the story rather than mere spectacle. Editing maintains a gripping pace, and the score heightens suspense at exactly the right moments. By the climax, the film has woven an emotionally charged web of suspense, loyalty, and betrayal, proving that thoughtful storytelling can coexist with blockbuster thrills.",0,
rw11015880,krishnaksp-46946,,Amazing movie. it shows reality,10/10 amazing it shows the reality of Pakistan how they sprade terrorism in the world production is amazing acting was amazing and also they have shown the truth very well truly worth to watch it shows the quality of Pakistani and how much they did India and all their hatred towards Indians. Everybody sweet watch the movie.,0,
rw11062007,guptachetna-10739,,Overhyped,A completely overhyped movie. I sat through the whole movie just to witness the hype this movie has. But to my disappointment it didn&#39;t live upto that standard. No doubt songs were good but was there the need of adding songs in a movie featuring spies. Ranveer Singh&#39;s performance was good as always but what remained in mind was acting of all of them in that particular scene of 26/11 ....,2,
rw11030681,maityarpita-51772,,Goated truth,"Dhurandhar is a roaring triumph that blends raw emotion, gripping drama, and unforgettable performances. Its powerful storytelling, striking visuals, and thunderous music keep you hooked, celebrating courage, grit, and destiny. A film that lingers long after the final frame. It defines cinematic pride.",0,
rw11026452,hinguaakash,,Finally some realism in bollywood,"Dhurandhar is a surprisingly solid film. No overdramatic dialogues, no unnecessary hero monologues just straight, grouned storytelling. Action finally feels realistic, with raw combat and gore that don&#39;t look artificial or forced. What really works is how real events are woven into the fiction, the transitions are smooth and non distracting. Despite being almost three hours+ long, the movie never drags- it actually feels short. Most importantly, it accurately depicts real instances without diluting their seriousness. Definitely one of the more honest films in this space in recent times.",0,
rw11015663,AshokM-128,,That's how you make a realistic spy thriller,"Aditya dhar has shown how great he is as a director , casting on point , realism on point , writing on point , directing on point , acting on point. Throughout the movie ranveer has very less dailogues and that&#39;s how a spy should be , every word from his mouth has value one wrong word amd he will be gone , ranveer potrays all his emotions through his expression and eyes , definately a must watch movie 🔥",0,
rw11012035,AmanN-279,,Must watch,"Every single minute of the film was worth watching. The story flows with purpose, well supported by thoughtful planning, strong writing, and precise direction. Dhurandhar keeps you engaged throughout and showcases how powerful a well-crafted movie can truly be.<br/><br/>Everyone should go and do watch this film.",0,
rw11009391,priyankarchanda,,Bollywood's first real spy thriller,"Three hours and 32 minutes passed without a single boring scene. It was the first time I felt like I was watching a real Bollywood spy film. The casting and directing were excellent, as was the acting and the story, which was a raw depiction of reality. It was totally worth the time &amp; money. Blockbuster of the year!",0,
rw11006673,Byomokeshbaxi,,Stars Deliver Thrills in Full Force,"The storytelling unfolds with a meticulous attention to detail, drawing the audience into a tense and immersive world. Ranveer Singh delivers a nuanced, magnetic performance, embodying both strength and vulnerability in his character. The supporting actors provide layered portrayals that elevate the story, each interaction charged with significance. Director Dhar excels in blending high-stakes action with intricate character development, creating sequences that are both thrilling and meaningful. Cinematography captures the stark realities and quiet moments with equal finesse, while the editing ensures a seamless flow that maintains suspense throughout. The action scenes are intense but never gratuitous, carefully choreographed to enhance narrative impact. A haunting and effective musical score reinforces mood and tension. By the final act, the audience is fully absorbed, experiencing a cinematic journey that combines adrenaline, emotion, and intelligent storytelling.",0,
rw11013285,Aditya-5754,,Highly recommended,"It&#39;s a great movie . Highly recommended. The music , cinematography , actors , direction . Everything was perfect. And the description were also very well made. I loved that they didn&#39;t compromise on quality because of duration.<br/><br/>The running time is 3hr22min but you&#39;ll never once get bored . The pace is also perfect and it keeps you engaged throughout. The timeline of the events , their description. Everything was well matched . I just loved the movie . And all the actors were really mind-blowing.",0,
rw11015865,keshavbansll,,A Different Kind of Chess Game.,"Exceptional filmmaking with precise direction and quality performances by all the actors.<br/><br/>Instead of a typical &quot;Hero vs Villain&quot; template, it rolls out like a twisted chess game. We have two players, India and Pakistan, playing against each other. But there are multiple assets and players from each team. Some are playing along, some are having their own game. No team among both is perfect among themselves as well. Remember &quot;Siyaasat mein koi sagaa nahi hota&quot;.<br/><br/>This is nearly perfect for its genre. An espionage thriller film that does not lean heavily on action to create massy moments.<br/><br/>The Main Protagonist is overshadowed by an antagonist in 80% of the film!! This is a good thing when you have to show your hero as an undercover agent.<br/><br/>The action was not disgusting. It was real. It was brutal where it had to be. It was raw where it had to be. Politics plays a major role, but it never feels boring.<br/><br/>AND THE MOST IMPORTANT THING - It does not feel repetitive. Bollywood has produced numerous content on the Ind vs Pak formula, but this is not the same. It shows internal gang wars, connections, struggles, a story told from a different perspective, from a grounded perspective of a person on the other side of the border.",0,
rw11028777,Deepaky-485,,Best' spy movie recommended to watch this masterpiece,Best spy movie i ever seen i recommend to watch this movie.thats really best movies all character acting was so outstanding exept Akshay Khana.story was so excellent mixed fictional and real life incident show in this movie. And song bgm are so good perfect syncing with the scene perfect entry best brutal scene.,1,
